court_id,date,time,court,status,reservation_link,is_available
2,2025-08-12,10:00 p.m.,Court 10,Not available,,False
2,2025-08-12,10:00 p.m.,Court 9,Not available,,False
2,2025-08-13,6:00 a.m.,Court 10,Not available,,False
2,2025-08-13,6:00 a.m.,Court 9,Not available,,False
2,2025-08-13,7:00 a.m.,Court 10,Not available,,False
2,2025-08-13,7:00 a.m.,Court 9,Not available,,False
2,2025-08-13,8:00 a.m.,Court 10,Not available,,False
2,2025-08-13,8:00 a.m.,Court 9,Not available,,False
2,2025-08-13,9:00 a.m.,Court 10,Not available,,False
2,2025-08-13,9:00 a.m.,Court 9,Not available,,False
2,2025-08-13,10:00 a.m.,Court 10,Not available,,False
2,2025-08-13,10:00 a.m.,Court 9,Not available,,False
2,2025-08-13,11:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-13,11:00 a.m.,Court 9,Not available,,False
2,2025-08-13,12:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-13,12:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-13,1:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-13,1:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-13,2:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-13,2:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-13,3:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-13,3:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-13,4:00 p.m.,Court 10,Not available,,False
2,2025-08-13,4:00 p.m.,Court 9,Not available,,False
2,2025-08-13,5:00 p.m.,Court 10,Not available,,False
2,2025-08-13,5:00 p.m.,Court 9,Not available,,False
2,2025-08-13,6:00 p.m.,Court 10,Not available,,False
2,2025-08-13,6:00 p.m.,Court 9,Not available,,False
2,2025-08-13,7:00 p.m.,Court 10,Not available,,False
2,2025-08-13,7:00 p.m.,Court 9,Not available,,False
2,2025-08-13,8:00 p.m.,Court 10,Not available,,False
2,2025-08-13,8:00 p.m.,Court 9,Not available,,False
2,2025-08-13,9:00 p.m.,Court 10,Not available,,False
2,2025-08-13,9:00 p.m.,Court 9,Not available,,False
2,2025-08-13,10:00 p.m.,Court 10,Not available,,False
2,2025-08-13,10:00 p.m.,Court 9,Not available,,False
2,2025-08-14,6:00 a.m.,Court 10,Not available,,False
2,2025-08-14,6:00 a.m.,Court 9,Not available,,False
2,2025-08-14,7:00 a.m.,Court 10,Not available,,False
2,2025-08-14,7:00 a.m.,Court 9,Not available,,False
2,2025-08-14,8:00 a.m.,Court 10,Not available,,False
2,2025-08-14,8:00 a.m.,Court 9,Not available,,False
2,2025-08-14,9:00 a.m.,Court 10,Not available,,False
2,2025-08-14,9:00 a.m.,Court 9,Not available,,False
2,2025-08-14,10:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-14,10:00 a.m.,Court 9,Reserve this time,,True
2,2025-08-14,11:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-14,11:00 a.m.,Court 9,Reserve this time,,True
2,2025-08-14,12:00 p.m.,Court 10,Not available,,False
2,2025-08-14,12:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-14,1:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-14,1:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-14,2:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-14,2:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-14,3:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-14,3:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-14,4:00 p.m.,Court 10,Not available,,False
2,2025-08-14,4:00 p.m.,Court 9,Not available,,False
2,2025-08-14,5:00 p.m.,Court 10,Not available,,False
2,2025-08-14,5:00 p.m.,Court 9,Not available,,False
2,2025-08-14,6:00 p.m.,Court 10,Not available,,False
2,2025-08-14,6:00 p.m.,Court 9,Not available,,False
2,2025-08-14,7:00 p.m.,Court 10,Not available,,False
2,2025-08-14,7:00 p.m.,Court 9,Not available,,False
2,2025-08-14,8:00 p.m.,Court 10,Not available,,False
2,2025-08-14,8:00 p.m.,Court 9,Not available,,False
2,2025-08-14,9:00 p.m.,Court 10,Not available,,False
2,2025-08-14,9:00 p.m.,Court 9,Not available,,False
2,2025-08-14,10:00 p.m.,Court 10,Not available,,False
2,2025-08-14,10:00 p.m.,Court 9,Not available,,False
2,2025-08-15,6:00 a.m.,Court 10,Not available,,False
2,2025-08-15,6:00 a.m.,Court 9,Not available,,False
2,2025-08-15,7:00 a.m.,Court 10,Not available,,False
2,2025-08-15,7:00 a.m.,Court 9,Not available,,False
2,2025-08-15,8:00 a.m.,Court 10,Not available,,False
2,2025-08-15,8:00 a.m.,Court 9,Not available,,False
2,2025-08-15,9:00 a.m.,Court 10,Not available,,False
2,2025-08-15,9:00 a.m.,Court 9,Not available,,False
2,2025-08-15,10:00 a.m.,Court 10,Not available,,False
2,2025-08-15,10:00 a.m.,Court 9,Not available,,False
2,2025-08-15,11:00 a.m.,Court 10,Not available,,False
2,2025-08-15,11:00 a.m.,Court 9,Not available,,False
2,2025-08-15,12:00 p.m.,Court 10,Not available,,False
2,2025-08-15,12:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-15,1:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-15,1:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-15,2:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-15,2:00 p.m.,Court 9,Not available,,False
2,2025-08-15,3:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-15,3:00 p.m.,Court 9,Not available,,False
2,2025-08-15,4:00 p.m.,Court 10,Not available,,False
2,2025-08-15,4:00 p.m.,Court 9,Not available,,False
2,2025-08-15,5:00 p.m.,Court 10,Not available,,False
2,2025-08-15,5:00 p.m.,Court 9,Not available,,False
2,2025-08-15,6:00 p.m.,Court 10,Not available,,False
2,2025-08-15,6:00 p.m.,Court 9,Not available,,False
2,2025-08-15,7:00 p.m.,Court 10,Not available,,False
2,2025-08-15,7:00 p.m.,Court 9,Not available,,False
2,2025-08-15,8:00 p.m.,Court 10,Not available,,False
2,2025-08-15,8:00 p.m.,Court 9,Not available,,False
2,2025-08-15,9:00 p.m.,Court 10,Not available,,False
2,2025-08-15,9:00 p.m.,Court 9,Not available,,False
2,2025-08-15,10:00 p.m.,Court 10,Not available,,False
2,2025-08-15,10:00 p.m.,Court 9,Not available,,False
2,2025-08-16,6:00 a.m.,Court 10,Not available,,False
2,2025-08-16,6:00 a.m.,Court 9,Not available,,False
2,2025-08-16,7:00 a.m.,Court 10,Not available,,False
2,2025-08-16,7:00 a.m.,Court 9,Not available,,False
2,2025-08-16,8:00 a.m.,Court 10,Not available,,False
2,2025-08-16,8:00 a.m.,Court 9,Not available,,False
2,2025-08-16,9:00 a.m.,Court 10,Not available,,False
2,2025-08-16,9:00 a.m.,Court 9,Not available,,False
2,2025-08-16,10:00 a.m.,Court 10,Not available,,False
2,2025-08-16,10:00 a.m.,Court 9,Not available,,False
2,2025-08-16,11:00 a.m.,Court 10,Not available,,False
2,2025-08-16,11:00 a.m.,Court 9,Not available,,False
2,2025-08-16,12:00 p.m.,Court 10,Not available,,False
2,2025-08-16,12:00 p.m.,Court 9,Not available,,False
2,2025-08-16,1:00 p.m.,Court 10,Not available,,False
2,2025-08-16,1:00 p.m.,Court 9,Not available,,False
2,2025-08-16,2:00 p.m.,Court 10,Not available,,False
2,2025-08-16,2:00 p.m.,Court 9,Not available,,False
2,2025-08-16,3:00 p.m.,Court 10,Not available,,False
2,2025-08-16,3:00 p.m.,Court 9,Not available,,False
2,2025-08-16,4:00 p.m.,Court 10,Not available,,False
2,2025-08-16,4:00 p.m.,Court 9,Not available,,False
2,2025-08-16,5:00 p.m.,Court 10,Not available,,False
2,2025-08-16,5:00 p.m.,Court 9,Not available,,False
2,2025-08-16,6:00 p.m.,Court 10,Not available,,False
2,2025-08-16,6:00 p.m.,Court 9,Not available,,False
2,2025-08-16,7:00 p.m.,Court 10,Not available,,False
2,2025-08-16,7:00 p.m.,Court 9,Not available,,False
2,2025-08-16,8:00 p.m.,Court 10,Not available,,False
2,2025-08-16,8:00 p.m.,Court 9,Not available,,False
2,2025-08-16,9:00 p.m.,Court 10,Not available,,False
2,2025-08-16,9:00 p.m.,Court 9,Not available,,False
2,2025-08-16,10:00 p.m.,Court 10,Not available,,False
2,2025-08-16,10:00 p.m.,Court 9,Not available,,False
2,2025-08-17,6:00 a.m.,Court 10,Not available,,False
2,2025-08-17,6:00 a.m.,Court 9,Not available,,False
2,2025-08-17,7:00 a.m.,Court 10,Not available,,False
2,2025-08-17,7:00 a.m.,Court 9,Not available,,False
2,2025-08-17,8:00 a.m.,Court 10,Not available,,False
2,2025-08-17,8:00 a.m.,Court 9,Not available,,False
2,2025-08-17,9:00 a.m.,Court 10,Not available,,False
2,2025-08-17,9:00 a.m.,Court 9,Not available,,False
2,2025-08-17,10:00 a.m.,Court 10,Not available,,False
2,2025-08-17,10:00 a.m.,Court 9,Not available,,False
2,2025-08-17,11:00 a.m.,Court 10,Not available,,False
2,2025-08-17,11:00 a.m.,Court 9,Not available,,False
2,2025-08-17,12:00 p.m.,Court 10,Not available,,False
2,2025-08-17,12:00 p.m.,Court 9,Not available,,False
2,2025-08-17,1:00 p.m.,Court 10,Not available,,False
2,2025-08-17,1:00 p.m.,Court 9,Not available,,False
2,2025-08-17,2:00 p.m.,Court 10,Not available,,False
2,2025-08-17,2:00 p.m.,Court 9,Not available,,False
2,2025-08-17,3:00 p.m.,Court 10,Not available,,False
2,2025-08-17,3:00 p.m.,Court 9,Not available,,False
2,2025-08-17,4:00 p.m.,Court 10,Not available,,False
2,2025-08-17,4:00 p.m.,Court 9,Not available,,False
2,2025-08-17,5:00 p.m.,Court 10,Not available,,False
2,2025-08-17,5:00 p.m.,Court 9,Not available,,False
2,2025-08-17,6:00 p.m.,Court 10,Not available,,False
2,2025-08-17,6:00 p.m.,Court 9,Not available,,False
2,2025-08-17,7:00 p.m.,Court 10,Not available,,False
2,2025-08-17,7:00 p.m.,Court 9,Not available,,False
2,2025-08-17,8:00 p.m.,Court 10,Not available,,False
2,2025-08-17,8:00 p.m.,Court 9,Not available,,False
2,2025-08-17,9:00 p.m.,Court 10,Not available,,False
2,2025-08-17,9:00 p.m.,Court 9,Not available,,False
2,2025-08-17,10:00 p.m.,Court 10,Not available,,False
2,2025-08-17,10:00 p.m.,Court 9,Not available,,False
2,2025-08-18,6:00 a.m.,Court 10,Not available,,False
2,2025-08-18,6:00 a.m.,Court 9,Not available,,False
2,2025-08-18,7:00 a.m.,Court 10,Not available,,False
2,2025-08-18,7:00 a.m.,Court 9,Not available,,False
2,2025-08-18,8:00 a.m.,Court 10,Not available,,False
2,2025-08-18,8:00 a.m.,Court 9,Not available,,False
2,2025-08-18,9:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-18,9:00 a.m.,Court 9,Not available,,False
2,2025-08-18,10:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-18,10:00 a.m.,Court 9,Reserve this time,,True
2,2025-08-18,11:00 a.m.,Court 10,Reserve this time,,True
2,2025-08-18,11:00 a.m.,Court 9,Reserve this time,,True
2,2025-08-18,12:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-18,12:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-18,1:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-18,1:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-18,2:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-18,2:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-18,3:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-18,3:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-18,4:00 p.m.,Court 10,Reserve this time,,True
2,2025-08-18,4:00 p.m.,Court 9,Reserve this time,,True
2,2025-08-18,5:00 p.m.,Court 10,Not available,,False
2,2025-08-18,5:00 p.m.,Court 9,Not available,,False
2,2025-08-18,6:00 p.m.,Court 10,Not available,,False
2,2025-08-18,6:00 p.m.,Court 9,Not available,,False
2,2025-08-18,7:00 p.m.,Court 10,Not available,,False
2,2025-08-18,7:00 p.m.,Court 9,Not available,,False
2,2025-08-18,8:00 p.m.,Court 10,Not available,,False
2,2025-08-18,8:00 p.m.,Court 9,Not available,,False
2,2025-08-18,9:00 p.m.,Court 10,Not available,,False
2,2025-08-18,9:00 p.m.,Court 9,Not available,,False
2,2025-08-18,10:00 p.m.,Court 10,Not available,,False
2,2025-08-18,10:00 p.m.,Court 9,Not available,,False
3,2025-08-12,6:00 a.m.,Court 10,Not available,,False
3,2025-08-12,6:00 a.m.,Court 9,Not available,,False
3,2025-08-12,7:00 a.m.,Court 10,Not available,,False
3,2025-08-12,7:00 a.m.,Court 9,Not available,,False
3,2025-08-12,8:00 a.m.,Court 10,Not available,,False
3,2025-08-12,8:00 a.m.,Court 9,Not available,,False
3,2025-08-12,9:00 a.m.,Court 10,Not available,,False
3,2025-08-12,9:00 a.m.,Court 9,Not available,,False
3,2025-08-12,10:00 a.m.,Court 10,Not available,,False
3,2025-08-12,10:00 a.m.,Court 9,Not available,,False
3,2025-08-12,11:00 a.m.,Court 10,Not available,,False
3,2025-08-12,11:00 a.m.,Court 9,Not available,,False
3,2025-08-12,12:00 p.m.,Court 10,Not available,,False
3,2025-08-12,12:00 p.m.,Court 9,Not available,,False
3,2025-08-12,1:00 p.m.,Court 10,Not available,,False
3,2025-08-12,1:00 p.m.,Court 9,Not available,,False
3,2025-08-12,2:00 p.m.,Court 10,Not available,,False
3,2025-08-12,2:00 p.m.,Court 9,Not available,,False
3,2025-08-12,3:00 p.m.,Court 10,Not available,,False
3,2025-08-12,3:00 p.m.,Court 9,Not available,,False
3,2025-08-12,4:00 p.m.,Court 10,Not available,,False
3,2025-08-12,4:00 p.m.,Court 9,Not available,,False
3,2025-08-12,5:00 p.m.,Court 10,Not available,,False
3,2025-08-12,5:00 p.m.,Court 9,Not available,,False
3,2025-08-12,6:00 p.m.,Court 10,Not available,,False
3,2025-08-12,6:00 p.m.,Court 9,Not available,,False
3,2025-08-12,7:00 p.m.,Court 10,Not available,,False
3,2025-08-12,7:00 p.m.,Court 9,Not available,,False
3,2025-08-12,8:00 p.m.,Court 10,Not available,,False
3,2025-08-12,8:00 p.m.,Court 9,Not available,,False
3,2025-08-12,9:00 p.m.,Court 10,Not available,,False
3,2025-08-12,9:00 p.m.,Court 9,Not available,,False
3,2025-08-12,10:00 p.m.,Court 10,Not available,,False
3,2025-08-12,10:00 p.m.,Court 9,Not available,,False
3,2025-08-13,6:00 a.m.,Court 10,Not available,,False
3,2025-08-13,6:00 a.m.,Court 9,Not available,,False
3,2025-08-13,7:00 a.m.,Court 10,Not available,,False
3,2025-08-13,7:00 a.m.,Court 9,Not available,,False
3,2025-08-13,8:00 a.m.,Court 10,Not available,,False
3,2025-08-13,8:00 a.m.,Court 9,Not available,,False
3,2025-08-13,9:00 a.m.,Court 10,Not available,,False
3,2025-08-13,9:00 a.m.,Court 9,Not available,,False
3,2025-08-13,10:00 a.m.,Court 10,Not available,,False
3,2025-08-13,10:00 a.m.,Court 9,Not available,,False
3,2025-08-13,11:00 a.m.,Court 10,Not available,,False
3,2025-08-13,11:00 a.m.,Court 9,Not available,,False
3,2025-08-13,12:00 p.m.,Court 10,Not available,,False
3,2025-08-13,12:00 p.m.,Court 9,Not available,,False
3,2025-08-13,1:00 p.m.,Court 10,Not available,,False
3,2025-08-13,1:00 p.m.,Court 9,Not available,,False
3,2025-08-13,2:00 p.m.,Court 10,Not available,,False
3,2025-08-13,2:00 p.m.,Court 9,Not available,,False
3,2025-08-13,3:00 p.m.,Court 10,Not available,,False
3,2025-08-13,3:00 p.m.,Court 9,Not available,,False
3,2025-08-13,4:00 p.m.,Court 10,Reserve this time,,True
3,2025-08-13,4:00 p.m.,Court 9,Not available,,False
3,2025-08-13,5:00 p.m.,Court 10,Not available,,False
3,2025-08-13,5:00 p.m.,Court 9,Not available,,False
3,2025-08-13,6:00 p.m.,Court 10,Not available,,False
3,2025-08-13,6:00 p.m.,Court 9,Not available,,False
3,2025-08-13,7:00 p.m.,Court 10,Not available,,False
3,2025-08-13,7:00 p.m.,Court 9,Not available,,False
3,2025-08-13,8:00 p.m.,Court 10,Not available,,False
3,2025-08-13,8:00 p.m.,Court 9,Not available,,False
3,2025-08-13,9:00 p.m.,Court 10,Not available,,False
3,2025-08-13,9:00 p.m.,Court 9,Not available,,False
3,2025-08-13,10:00 p.m.,Court 10,Not available,,False
3,2025-08-13,10:00 p.m.,Court 9,Not available,,False
3,2025-08-14,6:00 a.m.,Court 10,Not available,,False
3,2025-08-14,6:00 a.m.,Court 9,Not available,,False
3,2025-08-14,7:00 a.m.,Court 10,Not available,,False
3,2025-08-14,7:00 a.m.,Court 9,Not available,,False
3,2025-08-14,8:00 a.m.,Court 10,Not available,,False
3,2025-08-14,8:00 a.m.,Court 9,Not available,,False
3,2025-08-14,9:00 a.m.,Court 10,Not available,,False
3,2025-08-14,9:00 a.m.,Court 9,Not available,,False
3,2025-08-14,10:00 a.m.,Court 10,Not available,,False
3,2025-08-14,10:00 a.m.,Court 9,Not available,,False
3,2025-08-14,11:00 a.m.,Court 10,Not available,,False
3,2025-08-14,11:00 a.m.,Court 9,Not available,,False
3,2025-08-14,12:00 p.m.,Court 10,Not available,,False
3,2025-08-14,12:00 p.m.,Court 9,Not available,,False
3,2025-08-14,1:00 p.m.,Court 10,Not available,,False
3,2025-08-14,1:00 p.m.,Court 9,Not available,,False
3,2025-08-14,2:00 p.m.,Court 10,Not available,,False
3,2025-08-14,2:00 p.m.,Court 9,Not available,,False
3,2025-08-14,3:00 p.m.,Court 10,Not available,,False
3,2025-08-14,3:00 p.m.,Court 9,Reserve this time,,True
3,2025-08-14,4:00 p.m.,Court 10,Not available,,False
3,2025-08-14,4:00 p.m.,Court 9,Not available,,False
3,2025-08-14,5:00 p.m.,Court 10,Not available,,False
3,2025-08-14,5:00 p.m.,Court 9,Not available,,False
3,2025-08-14,6:00 p.m.,Court 10,Not available,,False
3,2025-08-14,6:00 p.m.,Court 9,Not available,,False
3,2025-08-14,7:00 p.m.,Court 10,Not available,,False
3,2025-08-14,7:00 p.m.,Court 9,Not available,,False
3,2025-08-14,8:00 p.m.,Court 10,Not available,,False
3,2025-08-14,8:00 p.m.,Court 9,Not available,,False
3,2025-08-14,9:00 p.m.,Court 10,Not available,,False
3,2025-08-14,9:00 p.m.,Court 9,Not available,,False
3,2025-08-14,10:00 p.m.,Court 10,Not available,,False
3,2025-08-14,10:00 p.m.,Court 9,Not available,,False
3,2025-08-15,6:00 a.m.,Court 10,Not available,,False
3,2025-08-15,6:00 a.m.,Court 9,Not available,,False
3,2025-08-15,7:00 a.m.,Court 10,Not available,,False
3,2025-08-15,7:00 a.m.,Court 9,Not available,,False
3,2025-08-15,8:00 a.m.,Court 10,Not available,,False
3,2025-08-15,8:00 a.m.,Court 9,Not available,,False
3,2025-08-15,9:00 a.m.,Court 10,Not available,,False
3,2025-08-15,9:00 a.m.,Court 9,Not available,,False
3,2025-08-15,10:00 a.m.,Court 10,Not available,,False
3,2025-08-15,10:00 a.m.,Court 9,Not available,,False
3,2025-08-15,11:00 a.m.,Court 10,Not available,,False
3,2025-08-15,11:00 a.m.,Court 9,Not available,,False
3,2025-08-15,12:00 p.m.,Court 10,Not available,,False
3,2025-08-15,12:00 p.m.,Court 9,Not available,,False
3,2025-08-15,1:00 p.m.,Court 10,Not available,,False
3,2025-08-15,1:00 p.m.,Court 9,Not available,,False
3,2025-08-15,2:00 p.m.,Court 10,Not available,,False
3,2025-08-15,2:00 p.m.,Court 9,Not available,,False
3,2025-08-15,3:00 p.m.,Court 10,Not available,,False
3,2025-08-15,3:00 p.m.,Court 9,Not available,,False
3,2025-08-15,4:00 p.m.,Court 10,Not available,,False
3,2025-08-15,4:00 p.m.,Court 9,Not available,,False
3,2025-08-15,5:00 p.m.,Court 10,Not available,,False
3,2025-08-15,5:00 p.m.,Court 9,Not available,,False
3,2025-08-15,6:00 p.m.,Court 10,Not available,,False
3,2025-08-15,6:00 p.m.,Court 9,Not available,,False
3,2025-08-15,7:00 p.m.,Court 10,Not available,,False
3,2025-08-15,7:00 p.m.,Court 9,Not available,,False
3,2025-08-15,8:00 p.m.,Court 10,Not available,,False
3,2025-08-15,8:00 p.m.,Court 9,Not available,,False
3,2025-08-15,9:00 p.m.,Court 10,Not available,,False
3,2025-08-15,9:00 p.m.,Court 9,Not available,,False
3,2025-08-15,10:00 p.m.,Court 10,Not available,,False
3,2025-08-15,10:00 p.m.,Court 9,Not available,,False
3,2025-08-16,6:00 a.m.,Court 10,Not available,,False
3,2025-08-16,6:00 a.m.,Court 9,Not available,,False
3,2025-08-16,7:00 a.m.,Court 10,Not available,,False
3,2025-08-16,7:00 a.m.,Court 9,Not available,,False
3,2025-08-16,8:00 a.m.,Court 10,Not available,,False
3,2025-08-16,8:00 a.m.,Court 9,Not available,,False
3,2025-08-16,9:00 a.m.,Court 10,Not available,,False
3,2025-08-16,9:00 a.m.,Court 9,Not available,,False
3,2025-08-16,10:00 a.m.,Court 10,Not available,,False
3,2025-08-16,10:00 a.m.,Court 9,Not available,,False
3,2025-08-16,11:00 a.m.,Court 10,Not available,,False
3,2025-08-16,11:00 a.m.,Court 9,Not available,,False
3,2025-08-16,12:00 p.m.,Court 10,Not available,,False
3,2025-08-16,12:00 p.m.,Court 9,Not available,,False
3,2025-08-16,1:00 p.m.,Court 10,Not available,,False
3,2025-08-16,1:00 p.m.,Court 9,Not available,,False
3,2025-08-16,2:00 p.m.,Court 10,Not available,,False
3,2025-08-16,2:00 p.m.,Court 9,Not available,,False
3,2025-08-16,3:00 p.m.,Court 10,Not available,,False
3,2025-08-16,3:00 p.m.,Court 9,Not available,,False
3,2025-08-16,4:00 p.m.,Court 10,Not available,,False
3,2025-08-16,4:00 p.m.,Court 9,Not available,,False
3,2025-08-16,5:00 p.m.,Court 10,Not available,,False
3,2025-08-16,5:00 p.m.,Court 9,Not available,,False
3,2025-08-16,6:00 p.m.,Court 10,Not available,,False
3,2025-08-16,6:00 p.m.,Court 9,Not available,,False
3,2025-08-16,7:00 p.m.,Court 10,Not available,,False
3,2025-08-16,7:00 p.m.,Court 9,Not available,,False
3,2025-08-16,8:00 p.m.,Court 10,Not available,,False
3,2025-08-16,8:00 p.m.,Court 9,Not available,,False
3,2025-08-16,9:00 p.m.,Court 10,Not available,,False
3,2025-08-16,9:00 p.m.,Court 9,Not available,,False
3,2025-08-16,10:00 p.m.,Court 10,Not available,,False
3,2025-08-16,10:00 p.m.,Court 9,Not available,,False
3,2025-08-17,6:00 a.m.,Court 10,Not available,,False
3,2025-08-17,6:00 a.m.,Court 9,Not available,,False
3,2025-08-17,7:00 a.m.,Court 10,Not available,,False
3,2025-08-17,7:00 a.m.,Court 9,Not available,,False
3,2025-08-17,8:00 a.m.,Court 10,Not available,,False
3,2025-08-17,8:00 a.m.,Court 9,Not available,,False
3,2025-08-17,9:00 a.m.,Court 10,Not available,,False
3,2025-08-17,9:00 a.m.,Court 9,Not available,,False
3,2025-08-17,10:00 a.m.,Court 10,Not available,,False
3,2025-08-17,10:00 a.m.,Court 9,Not available,,False
3,2025-08-17,11:00 a.m.,Court 10,Not available,,False
3,2025-08-17,11:00 a.m.,Court 9,Not available,,False
3,2025-08-17,12:00 p.m.,Court 10,Not available,,False
3,2025-08-17,12:00 p.m.,Court 9,Not available,,False
3,2025-08-17,1:00 p.m.,Court 10,Not available,,False
3,2025-08-17,1:00 p.m.,Court 9,Not available,,False
3,2025-08-17,2:00 p.m.,Court 10,Not available,,False
3,2025-08-17,2:00 p.m.,Court 9,Not available,,False
3,2025-08-17,3:00 p.m.,Court 10,Not available,,False
3,2025-08-17,3:00 p.m.,Court 9,Not available,,False
3,2025-08-17,4:00 p.m.,Court 10,Not available,,False
3,2025-08-17,4:00 p.m.,Court 9,Not available,,False
3,2025-08-17,5:00 p.m.,Court 10,Not available,,False
3,2025-08-17,5:00 p.m.,Court 9,Not available,,False
3,2025-08-17,6:00 p.m.,Court 10,Not available,,False
3,2025-08-17,6:00 p.m.,Court 9,Not available,,False
3,2025-08-17,7:00 p.m.,Court 10,Not available,,False
3,2025-08-17,7:00 p.m.,Court 9,Not available,,False
3,2025-08-17,8:00 p.m.,Court 10,Not available,,False
3,2025-08-17,8:00 p.m.,Court 9,Not available,,False
3,2025-08-17,9:00 p.m.,Court 10,Not available,,False
3,2025-08-17,9:00 p.m.,Court 9,Not available,,False
3,2025-08-17,10:00 p.m.,Court 10,Not available,,False
3,2025-08-17,10:00 p.m.,Court 9,Not available,,False
3,2025-08-18,6:00 a.m.,Court 10,Not available,,False
3,2025-08-18,6:00 a.m.,Court 9,Not available,,False
3,2025-08-18,7:00 a.m.,Court 10,Not available,,False
3,2025-08-18,7:00 a.m.,Court 9,Not available,,False
3,2025-08-18,8:00 a.m.,Court 10,Not available,,False
3,2025-08-18,8:00 a.m.,Court 9,Not available,,False
3,2025-08-18,9:00 a.m.,Court 10,Not available,,False
3,2025-08-18,9:00 a.m.,Court 9,Not available,,False
3,2025-08-18,10:00 a.m.,Court 10,Not available,,False
3,2025-08-18,10:00 a.m.,Court 9,Not available,,False
3,2025-08-18,11:00 a.m.,Court 10,Not available,,False
3,2025-08-18,11:00 a.m.,Court 9,Not available,,False
3,2025-08-18,12:00 p.m.,Court 10,Not available,,False
3,2025-08-18,12:00 p.m.,Court 9,Not available,,False
3,2025-08-18,1:00 p.m.,Court 10,Not available,,False
3,2025-08-18,1:00 p.m.,Court 9,Not available,,False
3,2025-08-18,2:00 p.m.,Court 10,Not available,,False
3,2025-08-18,2:00 p.m.,Court 9,Not available,,False
